Crop,Disease,Farmer_Symptoms,Technical_Symptoms,Treatment,Prevention,RecoveryTime,processed_symptoms
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Tapioca (Cassava),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Sweet Potato,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Drumstick (Moringa),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Amaranthus,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
